Location,Crossnumber,TrialName,FemalePlotName,FemaleGenotype,Cycle,MaleGenotype,MalePlotName,First Pollination Date,Number of Repeats,Bunch Harvest Date,Seed Extraction Date,Total Seeds,Good Seeds,Embryo Rescue Date,Number of Embryo Rescued,Number of Embryo Germinating,Germination Date,FemalePloidy,FemaleLink,MalePloidy,MaleLink
Arusha,NM202010_(153086C2/161412),NM_Mcharepollinationblock2,16NM_Huti-white_plot209r10c2,Huti white,2,ITC0609-Pahang,Males_ITC0609_Pahang_r1c11_plot18,2020-10-06,NA,2021-03-05,NA,NA,NA,NA,NA,NA,NA,2X,<a  target=_blank href=https://musabase.org/stock/65043/view>view</a>,2X,<a  target=_blank href=https://musabase.org/stock/123370/view>view</a>
Arusha,NM202010_(153177C2/161522),NM_Mcharepollinationblock2,16NM_Huti-white_plot528r26c19,Huti white,2,ITC0249-Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot10,2020-10-15,NA,2021-03-25,NA,NA,NA,NA,NA,NA,NA,2X,<a  target=_blank href=https://musabase.org/stock/65043/view>view</a>,NA,NA
Arusha,NM202010_(190214C2/161447),2019_NM_Pollination_Block_4b,NM2018_Huti-white_block_4b_plot58,Huti white,2,ITC0425 SH-3142,Males_ITCO425_SH3142_r7c1_plot137,2020-10-06,NA,2021-02-03,NA,NA,NA,NA,NA,NA,NA,2X,<a  target=_blank href=https://musabase.org/stock/65043/view>view</a>,NA,NA
Arusha,NM202010_(190232C1/161571),2019_NM_Pollination_Block_4b,NM2018_Huti-white_block_4b_plot251,Huti white,1,SH 3217,Males_SH3217_r10c1_plot192,2020-10-01,NA,2021-02-02,NA,NA,NA,NA,NA,NA,NA,2X,<a  target=_blank href=https://musabase.org/stock/65043/view>view</a>,NA,NA
Arusha,NM202010_(190233C1/161522),2019_NM_Pollination_Block_4b,NM2018_Huti-white_block_4b_plot34,Huti white,1,ITC0249-Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot10,2020-10-15,NA,2020-12-30,NA,NA,NA,NA,NA,NA,NA,2X,<a  target=_blank href=https://musabase.org/stock/65043/view>view</a>,NA,NA
Arusha,NM202010_(190245C2/161554),2019_NM_Pollination_Block_4b,NM2018_Huti-white_block_4b_plot167,Huti white,2,ITC0249-Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot1,2020-10-12,NA,2021-02-19,2021-03-10,10,9,2021-03-15,9,6,2021-03-30,2X,<a  target=_blank href=https://musabase.org/stock/65043/view>view</a>,NA,NA
Arusha,NM202010_(190259C1/161522),2019_NM_Pollination_Block_4b,NM2018_Huti-white_block_4b_plot98,Huti white,1,ITC0249-Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot10,2020-10-15,NA,2021-03-24,NA,NA,NA,NA,NA,NA,NA,2X,<a  target=_blank href=https://musabase.org/stock/65043/view>view</a>,NA,NA
Arusha,NM202010_(190308C1/161460),2019_NM_Pollination_Block_4b,NM2018_Huti-white_block_4b_plot207,Huti white,1,ITC0249-Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot2,2020-10-27,NA,2021-04-01,2021-04-08,30,25,2021-04-12,25,12,2021-04-29,2X,<a  target=_blank href=https://musabase.org/stock/65043/view>view</a>,NA,NA
Arusha,NM202010_(190316C2/161554),2019_NM_Pollination_Block_4b,NM2018_Huti-white_block_4b_plot168,Huti white,2,ITC0249-Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot1,2020-10-30,NA,2021-04-09,2021-04-12,115,79,2021-04-16,79,52,2021-04-29,2X,<a  target=_blank href=https://musabase.org/stock/65043/view>view</a>,NA,NA
Arusha,NM202010_(190329C2/161571),2019_NM_Pollination_Block_4b,NM2018_Huti-white_block_4b_plot237,Huti white,2,SH 3217,Males_SH3217_r10c1_plot192,2020-10-20,NA,2021-02-19,NA,NA,NA,NA,NA,NA,NA,2X,<a  target=_blank href=https://musabase.org/stock/65043/view>view</a>,NA,NA
Arusha,NM202010_(190339C2/161447),2019_NM_Pollination_Block_4b,NM2018_Huti-white_block_4b_plot106,Huti white,2,ITC0425 SH-3142,Males_ITCO425_SH3142_r7c1_plot137,2020-10-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,2X,<a  target=_blank href=https://musabase.org/stock/65043/view>view</a>,NA,NA
Arusha,NM202010_(190346C1/161460),2019_NM_Pollination_Block_4b,NM2018_Huti-white_block_4b_plot85,Huti white,1,ITC0249-Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot2,2020-10-27,NA,2021-03-02,2021-03-03,19,11,2021-03-15,11,NA,NA,2X,<a  target=_blank href=https://musabase.org/stock/65043/view>view</a>,NA,NA
Arusha,NM202010_(190349C2/161554),2019_NM_Pollination_Block_4b,NM2018_Huti-white_block_4b_plot164,Huti white,2,ITC0249-Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot1,2020-10-09,NA,2021-02-04,NA,NA,NA,NA,NA,NA,NA,2X,<a  target=_blank href=https://musabase.org/stock/65043/view>view</a>,NA,NA
Arusha,NM202010_(190417C1/161571),2019_NM_Pollination_Block_4b,NM2018_Huti-white_block_4b_plot68,Huti white,1,SH 3217,Males_SH3217_r10c1_plot192,2020-10-02,NA,2021-01-22,NA,NA,NA,NA,NA,NA,NA,2X,<a  target=_blank href=https://musabase.org/stock/65043/view>view</a>,NA,NA
Arusha,NM202010_(190442C2/161554),2019_NM_Pollination_Block_4b,NM2018_Huti-white_block_4b_plot233,Huti white,2,ITC0249-Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot1,2020-10-09,NA,2021-02-23,2021-03-25,43,31,2021-04-12,31,19,2021-04-28,2X,<a  target=_blank href=https://musabase.org/stock/65043/view>view</a>,NA,NA
Arusha,NM202010_(190488C1/161554),2018_Pollination_Block4_NM,NM2018_ITC1468-kahuti_block_4_1236,ITC1468-kahuti,1,ITC0249-Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot1,2020-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,2X,<a  target=_blank href=https://musabase.org/stock/64970/view>view</a>,NA,NA
Arusha,NM202010_(190534C2/161554),2018_McharePollination_block4_NM,NM2018_Huti-white_block_4_1037,Huti white,2,ITC0249-Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot1,2020-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,2X,<a  target=_blank href=https://musabase.org/stock/65043/view>view</a>,NA,NA
Arusha,NM202010_(190565C2/161578),2018_McharePollination_block4_NM,NM2018_Huti-white_block_4_1111,Huti white,2,ITC0425 SH-3142,Males_ITCO425_SH3142_r7c1_plot122,2020-10-01,NA,2021-01-07,2021-04-09,5,NA,NA,NA,NA,NA,2X,<a  target=_blank href=https://musabase.org/stock/65043/view>view</a>,NA,NA
Arusha,NM202010_(190568C1/161571),2018_Pollination_Block4_NM,NM2018_ITC1468-kahuti_block_4_1044,ITC1468-kahuti,1,SH 3217,Males_SH3217_r10c1_plot192,2020-10-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,2X,<a  target=_blank href=https://musabase.org/stock/64970/view>view</a>,NA,NA
Arusha,NM202010_(190574C1/161554),2018_Pollination_Block4_NM,NM2018_ITC1468-kahuti_block_4_1149,ITC1468-kahuti,1,ITC0249-Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot1,2020-10-30,NA,2021-02-19,2021-03-10,31,28,2021-03-15,28,23,2021-03-30,2X,<a  target=_blank href=https://musabase.org/stock/64970/view>view</a>,NA,NA
Arusha,NM202010_(190625C1/161554),2018_Pollination_Block4_NM,NM2018_ITC1468-kahuti_block_4_1141,ITC1468-kahuti,1,ITC0249-Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot1,2020-10-09,NA,2021-01-22,2021-02-15,9,7,2021-03-15,7,NA,NA,2X,<a  target=_blank href=https://musabase.org/stock/64970/view>view</a>,NA,NA
Arusha,NM202010_(190647C1/161571),2018_Pollination_Block4_NM,NM2018_ITC1468-kahuti_block_4_1154,ITC1468-kahuti,1,SH 3217,Males_SH3217_r10c1_plot192,2020-10-20,NA,2021-03-15,NA,NA,NA,NA,NA,NA,NA,2X,<a  target=_blank href=https://musabase.org/stock/64970/view>view</a>,NA,NA
Arusha,NM202010_(190685C1/161578),2018_McharePollination_block4_NM,NM2018_Huti-white_block_4_1237,Huti white,1,ITC0425 SH-3142,Males_ITCO425_SH3142_r7c1_plot122,2020-10-22,NA,2020-11-12,NA,NA,NA,NA,NA,NA,NA,2X,<a  target=_blank href=https://musabase.org/stock/65043/view>view</a>,NA,NA
Arusha,NM202010_(190687C2/161457),2018_Pollination_Block4_NM,NM2018_ITC1468-kahuti_block_4_1065,ITC1468-kahuti,2,SH 3217,Males_SH3217_r10c1_plot198,2020-10-06,1,2021-03-19,NA,NA,NA,NA,NA,NA,NA,2X,<a  target=_blank href=https://musabase.org/stock/64970/view>view</a>,NA,NA
Arusha,NM202010_(190985C1/161460),2018_Pollination_Block4_NM,NM2018_ITC1468-kahuti_block_4_1077,ITC1468-kahuti,1,ITC0249-Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot2,2020-10-27,NA,2021-02-19,2021-03-10,3,2,2021-03-15,2,2,2021-03-30,2X,<a  target=_blank href=https://musabase.org/stock/64970/view>view</a>,NA,NA
Arusha,NM202010_(191023C1/161571),2018_Pollination_Block4_NM,NM2018_ITC1468-kahuti_block_4_1015,ITC1468-kahuti,1,SH 3217,Males_SH3217_r10c1_plot192,2020-10-12,NA,2021-03-19,NA,NA,NA,NA,NA,NA,NA,2X,<a  target=_blank href=https://musabase.org/stock/64970/view>view</a>,NA,NA
Arusha,NM202010_(191031C1/161571),2018_Pollination_Block4_NM,NM2018_ITC1468-kahuti_block_4_1082,ITC1468-kahuti,1,SH 3217,Males_SH3217_r10c1_plot192,2020-10-19,NA,2021-02-02,NA,NA,NA,NA,NA,NA,NA,2X,<a  target=_blank href=https://musabase.org/stock/64970/view>view</a>,NA,NA
Arusha,NM202010_(191054C1/161571),2018_McharePollination_block4_NM,NM2018_Huti-white_block_4_1115,Huti white,1,SH 3217,Males_SH3217_r10c1_plot192,2020-10-06,NA,2021-02-02,2021-02-16,4,1,2021-03-15,1,1,2021-04-29,2X,<a  target=_blank href=https://musabase.org/stock/65043/view>view</a>,NA,NA
Arusha,NM202010_(196860C1/196873),2018_MCHARE_HYBRID_NM,2018NMMH_T.2619-15_B3R3C13Plot435,T.2619-15,1,Mshale Laini,2018NMMH_MshaleLaini_B3R16C14Plot484,2020-10-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<a  target=_blank href=https://musabase.org/stock/196231/view>view</a>,2X,<a  target=_blank href=https://musabase.org/stock/65889/view>view</a>
Arusha,NM202010_(196868C2/164457),2018_MCHARE_HYBRID_NM,2018NMMH_NM276-3_B3R17C16Plot557,NM276-3,2,Huti white,NM2018_Huti-white_block_7_737,2020-10-02,NA,2021-04-15,NA,NA,NA,NA,NA,NA,NA,NA,<a  target=_blank href=https://musabase.org/stock/196225/view>view</a>,2X,<a  target=_blank href=https://musabase.org/stock/65043/view>view</a>
Arusha,NM202010_(196907C1/196873),2018_MCHARE_HYBRID_NM,2018NMMH_T.2203-1_B3R15C14Plot483,T.2203-1,1,Mshale Laini,2018NMMH_MshaleLaini_B3R16C14Plot484,2020-10-02,NA,2021-03-05,NA,NA,NA,NA,NA,NA,NA,NA,<a  target=_blank href=https://musabase.org/stock/171822/view>view</a>,2X,<a  target=_blank href=https://musabase.org/stock/65889/view>view</a>
Arusha,NM202010_(196923C1/164450),2018_MCHARE_HYBRID_NM,2018NMMH_T.1687-1_B3R29C16Plot569,T.1687-1,1,ITC1559-Huti_green_bell,NM2018_Hutigreenbell_block_6_631,2020-10-02,NA,2021-03-05,NA,NA,NA,NA,NA,NA,NA,NA,<a  target=_blank href=https://musabase.org/stock/171816/view>view</a>,NA,NA
Arusha,NM202010_(196931C1/164452),2018_MCHARE_HYBRID_NM,2018NMMH_T.2269-1_B3R34C15Plot538,T.2269-1,1,ITC1468-kahuti,NM2018_Kahuti_block_5_510,2020-10-27,NA,2021-04-15,NA,NA,NA,NA,NA,NA,NA,NA,<a  target=_blank href=https://musabase.org/stock/171823/view>view</a>,2X,<a  target=_blank href=https://musabase.org/stock/64970/view>view</a>
Arusha,NM202010_(196934C1/196873),2018_MCHARE_HYBRID_NM,2018NMMH_NM258-3_B2R31C7Plot247,NM258-3,1,Mshale Laini,2018NMMH_MshaleLaini_B3R16C14Plot484,2020-10-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<a  target=_blank href=https://musabase.org/stock/196221/view>view</a>,2X,<a  target=_blank href=https://musabase.org/stock/65889/view>view</a>
Arusha,NM202010_(196946C1/164457),2018_MCHARE_HYBRID_NM,2018NMMH_NM248-1_B3R33C13Plot465,NM248-1,1,Huti white,NM2018_Huti-white_block_7_737,2020-10-27,NA,2021-01-05,NA,NA,NA,NA,NA,NA,NA,NA,<a  target=_blank href=https://musabase.org/stock/196220/view>view</a>,2X,<a  target=_blank href=https://musabase.org/stock/65043/view>view</a>
Arusha,NM202010_(196958C1/164452),2018_MCHARE_HYBRID_NM,2018NMMH_T.2317-1_B2R9C8Plot261,T.2317-1,1,ITC1468-kahuti,NM2018_Kahuti_block_5_510,2020-10-12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,<a  target=_blank href=https://musabase.org/stock/171831/view>view</a>,2X,<a  target=_blank href=https://musabase.org/stock/64970/view>view</a>
Arusha,NM202010_(196988C1/196873),2018_MCHARE_HYBRID_NM,2018NMMH_T.2731-5_B2R32C11Plot392,T.2731-5,1,Mshale Laini,2018NMMH_MshaleLaini_B3R16C14Plot484,2020-10-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://musabase.org/stock/196235/view,2X,<a  target=_blank href=https://musabase.org/stock/65889/view>view</a>
Arusha,NM202010_(197009C1/164452),2018_MCHARE_HYBRID_NM,2018NMMH_T.2274-1_B2R23C7Plot239,T.2274-1,1,ITC1468-kahuti,NM2018_Kahuti_block_5_510,2020-10-12,NA,2021-04-09,NA,NA,NA,NA,NA,NA,NA,NA,<a  target=_blank href=https://musabase.org/stock/196229/view>view</a>,2X,<a  target=_blank href=https://musabase.org/stock/64970/view>view</a>
Arusha,NM202010_(197065C1/164457),2018_MCHARE_HYBRID_NM,2018NMMH_T.1687-1_B1R4C4Plot112,T.1687-1,1,Huti white,NM2018_Huti-white_block_7_737,2020-10-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<a  target=_blank href=https://musabase.org/stock/171816/view>view</a>,2X,<a  target=_blank href=https://musabase.org/stock/65043/view>view</a>
Arusha,NM202010_(197149C1/196873),2018_MCHARE_HYBRID_NM,2018NMMH_NM226-4_B2R2C10Plot326,NM226-4,1,Mshale Laini,2018NMMH_MshaleLaini_B3R16C14Plot484,2020-10-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<a  target=_blank href=https://musabase.org/stock/196217/view>view</a>,2X,<a  target=_blank href=https://musabase.org/stock/65889/view>view</a>
Arusha,NM202010_(197189C1/164452),2018_MCHARE_HYBRID_NM,2018NMMH_NM237-8_B1R18C4Plot126,NM237-8,1,ITC1468-kahuti,NM2018_Kahuti_block_5_510,2020-10-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<a  target=_blank href=https://musabase.org/stock/196219/view>view</a>,2X,<a  target=_blank href=https://musabase.org/stock/64970/view>view</a>
Arusha,NM202010_(197265C1/164457),2018_MCHARE_HYBRID_NM,2018NMMH_T.2203-1_B2R35C8Plot287,T.2203-1,1,Huti white,NM2018_Huti-white_block_7_737,2020-10-27,NA,2021-04-09,2021-04-12,1,1,2021-04-16,1,1,2021-04-29,NA,<a  target=_blank href=https://musabase.org/stock/171822/view>view</a>,2X,<a  target=_blank href=https://musabase.org/stock/65043/view>view</a>
Arusha,NM202010_(197268C1/164457),2018_MCHARE_HYBRID_NM,2018NMMH_T.2274-6_B1R17C2Plot53,T.2274-6,1,Huti white,NM2018_Huti-white_block_7_737,2020-10-12,NA,2021-04-29,NA,NA,NA,NA,NA,NA,NA,NA,<a  target=_blank href=https://musabase.org/stock/171829/view>view</a>,2X,<a  target=_blank href=https://musabase.org/stock/65043/view>view</a>
Arusha,NM202010_(197294C1/164450),2018_MCHARE_HYBRID_NM,2018NMMH_NM221-1_B2R28C10Plot352,NM221-1,1,ITC1559-Huti_green_bell,NM2018_Hutigreenbell_block_6_631,2020-10-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<a  target=_blank href=https://musabase.org/stock/180226/view>view</a>,NA,NA
Arusha,NM202010_(197299C1/164464),2018_MCHARE_HYBRID_NM,2018NMMH_NM258-3_B2R32C7Plot248,NM258-3,1,ITC1460-Ijihu_nkundu,NM2018_IjihuInkundu_block_4_447,2020-10-19,NA,2021-04-29,NA,NA,NA,NA,NA,NA,NA,NA,<a  target=_blank href=https://musabase.org/stock/196221/view>view</a>,2X,<a  target=_blank href=https://musabase.org/stock/163414/view>view</a>
Arusha,NM202010_(197302C1/164457),2018_MCHARE_HYBRID_NM,2018NMMH_NM259-1_B1R32C5Plot176,NM259-1,1,Huti white,NM2018_Huti-white_block_7_737,2020-10-19,NA,2021-03-08,NA,NA,NA,NA,NA,NA,NA,NA,<a  target=_blank href=https://musabase.org/stock/196222/view>view</a>,2X,<a  target=_blank href=https://musabase.org/stock/65043/view>view</a>
Arusha,NM202010_(197330C1/164457),2018_MCHARE_HYBRID_NM,2018NMMH_T.2274-8_B1R30C5Plot174,T.2274-12,1,Huti white,NM2018_Huti-white_block_7_737,2020-10-19,NA,2021-04-09,NA,NA,NA,NA,NA,NA,NA,NA,<a  target=_blank href=https://musabase.org/stock/171826/view>view</a>,2X,<a  target=_blank href=https://musabase.org/stock/65043/view>view</a>
Arusha,NM202010_(197341C1/164452),2018_MCHARE_HYBRID_NM,2018NMMH_T.2274-12_B2R16C8Plot268,T.2274-12,1,ITC1468-kahuti,NM2018_Kahuti_block_5_510,2020-10-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<a  target=_blank href=https://musabase.org/stock/171826/view>view</a>,2X,<a  target=_blank href=https://musabase.org/stock/64970/view>view</a>
Arusha,NM202010_(197348C1/196873),2018_MCHARE_HYBRID_NM,2018NMMH_NM154-1_B1R13C5Plot157,NM154-1,1,Mshale Laini,2018NMMH_MshaleLaini_B3R16C14Plot484,2020-10-12,NA,2021-04-09,NA,NA,NA,NA,NA,NA,NA,NA,<a  target=_blank href=https://musabase.org/stock/180223/view>view</a>,2X,<a  target=_blank href=https://musabase.org/stock/65889/view>view</a>
Arusha,NM202010_(197404C1/164457),2018_MCHARE_HYBRID_NM,2018NMMH_T.1687-1_B3R28C16Plot568,T.1687-1,1,Huti white,NM2018_Huti-white_block_7_737,2020-10-27,NA,2021-03-11,NA,NA,NA,NA,NA,NA,NA,NA,<a  target=_blank href=https://musabase.org/stock/171816/view>view</a>,2X,<a  target=_blank href=https://musabase.org/stock/65043/view>view</a>
Arusha,NM202010_(197422C1/164452),2018_MCHARE_HYBRID_NM,2018NMMH_NM248-1_B3R32C13Plot464,NM248-1,1,ITC1468-kahuti,NM2018_Kahuti_block_5_510,2020-10-27,NA,2021-01-05,NA,NA,NA,NA,NA,NA,NA,NA,<a  target=_blank href=https://musabase.org/stock/196220/view>view</a>,2X,<a  target=_blank href=https://musabase.org/stock/64970/view>view</a>
Arusha,NM202010_(231186C1/161441),2020PollinationBlock_GWASBoders,2020PollinationblockGWASBoders_Majimaji_P143R6C1,Majimaji,1,ITC0425 SH-3142,Males_ITCO425_SH3142_r7c1_plot138,2020-10-06,NA,2021-02-09,2021-02-16,2,2,2021-02-18,2,2,2021-03-02,2X,<a  target=_blank href=https://musabase.org/stock/65296/view>view</a>,NA,NA
Arusha,NM202010_(231188C1/161554),2020PollinationBlock_GWASBoders,2020PollinationblockGWASBoders_Majimaji_P127R6C1,Majimaji,1,ITC0249-Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot1,2020-10-12,NA,NA,2021-03-15,4,4,2021-03-18,4,NA,NA,2X,<a  target=_blank href=https://musabase.org/stock/65296/view>view</a>,NA,NA
Arusha,NM202010_(231222C1/161503),2020PollinationBlock_GWASBoders,2020PollinationblockGWASBoders_MuraruMlalu_P2R1C1,Muraru Mlalu,1,ITC0712-Aacv_Rose,Males_ITCO712_Cv_Rose_r2c1_plot21,2020-10-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,2X,<a  target=_blank href=https://musabase.org/stock/65340/view>view</a>,2X,<a  target=_blank href=https://musabase.org/stock/180213/view>view</a>
Arusha,NM202010_(231249C1/161571),2020PollinationBlock_GWASBoders,2020PollinationblockGWASBoders_MuraruWhite_P100R4C1,Muraru White,1,SH 3217,Males_SH3217_r10c1_plot192,2020-10-20,NA,2021-03-15,2021-03-25,10,8,2021-04-12,8,2,2021-04-28,NA,<a  target=_blank href=https://musabase.org/stock/231180/view>view</a>,NA,NA
Arusha,NM202010_(231251C1/161571),2020PollinationBlock_GWASBoders,2020PollinationblockGWASBoders_TT2_P32R2C1,TT2,1,SH 3217,Males_SH3217_r10c1_plot192,2020-10-01,NA,2020-11-20,NA,NA,NA,NA,NA,NA,NA,NA,https://musabase.org/stock/231181/view,NA,NA
Arusha,NM202010_(231255C1/161508),2020PollinationBlock_GWASBoders,2020PollinationblockGWASBoders_Majimaji_P104R5C1,Majimaji,1,SH 3217,Males_SH3217_r10c1_plot193,2020-10-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,2X,<a  target=_blank href=https://musabase.org/stock/65296/view>view</a>,NA,NA
Arusha,NM202010_(231266C1/161405),2020PollinationBlock_GWASBoders,2020PollinationblockGWASBoders_Majimaji_P121R5C1,Majimaji,1,ITC0425 SH-3142,Males_ITCO425_SH3142_r7c1_plot127,2020-10-27,2,2021-02-19,2021-03-10,3,3,2021-03-15,3,1,2021-03-30,2X,<a  target=_blank href=https://musabase.org/stock/65296/view>view</a>,NA,NA
Arusha,NM202010_(231267C1/161554),2020PollinationBlock_GWASBoders,2020PollinationblockGWASBoders_ITC1455-MchareMlelembo_P75R3C1,ITC1455-Mchare Mlelembo,1,ITC0249-Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot1,2020-10-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,2X,<a  target=_blank href=https://musabase.org/stock/65887/view>view</a>,NA,NA
Arusha,NM202010_(231279C1/161571),2020PollinationBlock_GWASBoders,2020PollinationblockGWASBoders_Majimaji_P118R5C1,Majimaji,1,SH 3217,Males_SH3217_r10c1_plot192,2020-10-06,1,2021-01-07,NA,NA,NA,NA,NA,NA,NA,2X,<a  target=_blank href=https://musabase.org/stock/65296/view>view</a>,NA,NA
Arusha,NM202010_(231280C1/161578),2020PollinationBlock_GWASBoders,2020PollinationblockGWASBoders_Majimaji_P116R5C1,Majimaji,1,ITC0425 SH-3142,Males_ITCO425_SH3142_r7c1_plot122,2020-10-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,2X,<a  target=_blank href=https://musabase.org/stock/65296/view>view</a>,NA,NA
Arusha,NM202010_(231284C1/161590),2020PollinationBlock_GWASBoders,2020PollinationblockGWASBoders_MuraruMlalu_P23R1C1,Muraru Mlalu,1,ITC0249-Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot3,2020-10-06,NA,2021-02-09,2021-02-10,20,16,2021-02-16,16,14,2021-03-02,2X,<a  target=_blank href=https://musabase.org/stock/65340/view>view</a>,NA,NA
Arusha,NM202010_(231287C1/161460),2020PollinationBlock_GWASBoders,2020PollinationblockGWASBoders_ITC1455-MchareMlelembo_P69R3C1,ITC1455-Mchare Mlelembo,1,ITC0249-Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot2,2020-10-30,NA,2021-02-23,NA,NA,NA,NA,NA,NA,NA,2X,<a  target=_blank href=https://musabase.org/stock/65887/view>view</a>,NA,NA
Arusha,NM202010_(231296C1/161578),2020PollinationBlock_GWASBoders,2020PollinationblockGWASBoders_Majimaji_P144R6C1,Majimaji,1,ITC0425 SH-3142,Males_ITCO425_SH3142_r7c1_plot122,2020-10-19,NA,2021-03-02,2021-03-03,9,2,2021-03-15,2,2,2021-03-30,2X,<a  target=_blank href=https://musabase.org/stock/65296/view>view</a>,NA,NA
Arusha,NM202010_(231300C1/161554),2020PollinationBlock_GWASBoders,2020PollinationblockGWASBoders_ITC1455-MchareMlelembo_P60R3C1,ITC1455-Mchare Mlelembo,1,ITC0249-Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot1,2020-10-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,2X,<a  target=_blank href=https://musabase.org/stock/65887/view>view</a>,NA,NA
Arusha,NM202010_(231311C1/161499),2020PollinationBlock_GWASBoders,2020PollinationblockGWASBoders_Majimaji_P148R6C1,Majimaji,1,SH 3217,Males_SH3217_r10c1_plot195,2020-10-27,NA,2021-02-19,2021-03-10,17,9,2021-03-15,9,7,2021-03-30,2X,<a  target=_blank href=https://musabase.org/stock/65296/view>view</a>,NA,NA
Arusha,NM202010_(231389C1/161508),2020NM_Pollination_Block_2b,2020PollinationBlock2b_Mchare_Block6R4C5P365,Mchare,1,SH 3217,Males_SH3217_r10c1_plot193,2020-10-15,NA,2021-02-23,NA,NA,NA,NA,NA,NA,NA,NA,<a  target=_blank href=https://musabase.org/stock/122623/view>view</a>,NA,NA
Arusha,NM202010_(231499C1/161479),2020NM_Pollination_Block_2b,2020PollinationBlock2b_Mchare_Block6R4C5P503,Mchare,1,ITC0425 SH-3142,Males_ITCO425_SH3142_r7c1_plot140,2020-10-08,NA,2021-02-10,NA,NA,NA,NA,NA,NA,NA,NA,<a  target=_blank href=https://musabase.org/stock/122623/view>view</a>,NA,NA
Arusha,NM202010_(231535C1/161508),2020NM_Pollination_Block_2b,2020PollinationBlock2b_Mchare_Block6R4C5P353,Mchare,1,SH 3217,Males_SH3217_r10c1_plot193,2020-10-15,NA,2021-02-02,NA,NA,NA,NA,NA,NA,NA,NA,<a  target=_blank href=https://musabase.org/stock/122623/view>view</a>,NA,NA
Arusha,NM202010_(231553C1/161479),2020NM_Pollination_Block_2b,2020PollinationBlock2b_Mchare_Block6R4C5P378,Mchare,1,ITC0425 SH-3142,Males_ITCO425_SH3142_r7c1_plot140,2020-10-08,NA,2021-02-02,NA,NA,NA,NA,NA,NA,NA,NA,<a  target=_blank href=https://musabase.org/stock/122623/view>view</a>,NA,NA
Arusha,NM202010_(231564C1/161522),2020NM_Pollination_Block_2b,2020PollinationBlock2b_Mchare_Block6R4C5P400,Mchare,1,ITC0249-Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot10,2020-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<a  target=_blank href=https://musabase.org/stock/122623/view>view</a>,NA,NA
Arusha,NM202010_(231601C1/161477),2020NM_Pollination_Block_2b,2020PollinationBlock2b_Mchare_Block6R4C5P388,Mchare,1,ITC0712-Aacv_Rose,Males_ITCO712_Cv_Rose_r2c1_plot24,2020-10-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<a  target=_blank href=https://musabase.org/stock/122623/view>view</a>,2X,<a  target=_blank href=https://musabase.org/stock/180213/view>view</a>
Arusha,NM202010_(231623C1/161554),2020NM_Pollination_Block_2b,2020PollinationBlock2b_Mchare_Block6R4C5P349,Mchare,1,ITC0249-Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot1,2020-10-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<a  target=_blank href=https://musabase.org/stock/122623/view>view</a>,NA,NA
